CatalogNumber,Item Name,CAS Number,Plate Location,Rack Number,M.w.,Solvent ,Formula,SMILES,Solubility,Form,Pathway,Target,Information,URL
C6383,Sultamicillin Tosylate,83105-70-8,E11,L1021-22,766.86,DMSO,C32H38N4O12S3,CC1(C)[[C@H](C(OCOC([[C@@H]2N(C(C3)=O)[[C@H]3([H])SC2(C)C)=O)=O)N4C([[C@@H](NC([[C@H](N)C5=CC=CC=C5)=O)[[C@H@]4([H])S1(=O)=O)=O.OS(C6=CC=C(C)C=C6)(=O)=O,insoluble in H2O; ≥17.65 mg/mL in EtOH with ultrasonic; ≥65.8 mg/mL in DMSO,#N/A,,,,https://www.apexbt.com/search.php?catalog=C6383
C6384,Sultamicillin,76497-13-7,F01,L1021-22,594.66,DMSO,C25H30N4O9S2,N[[C@@H](C(N[[C@H]1[[C@H](SC(C)(C)[[C@@H]2C(OCOC([[C@H]3C(C)(C)S([[C@H@](C4)([H])N3C4=O)(=O)=O)=O)=O)([H])N2C1=O)=O)C5=CC=CC=C5,insoluble in H2O; insoluble in EtOH; ≥30.65 mg/mL in DMSO,#N/A,,,,https://www.apexbt.com/search.php?catalog=C6384
C6385,Loxoprofen Sodium,80382-23-6,F02,L1021-22,268.28,DMSO,C15H17NaO3,O=C(CCC1)C1CC2=CC=C(C(C)C([O-])=O)C=C2.[Na+],≥13.43 mg/mL in DMSO with ultrasonic; ≥39.4 mg/mL in EtOH; ≥43.9 mg/mL in H2O,#N/A,,,,https://www.apexbt.com/search.php?catalog=C6385
C6386,Clindamycin alcoholate,58207-19-5,F03,L1021-22,479.46,DMSO,C18H36Cl2N2O6S,C[[C@H](Cl)[[C@@H](NC([[C@H]1N(C)C[[C@H](CCC)C1)=O)[[C@H@]2([H])O[[C@H](SC)[[C@H](O)[[C@@H](O)[[C@H]2O.Cl.O,insoluble in EtOH; ≥38.15 mg/mL in H2O; ≥92.2 mg/mL in DMSO,#N/A,,,,https://www.apexbt.com/search.php?catalog=C6386
C6387,Disopyramide,3737-09-5,F04,L1021-22,339.47,DMSO,C21H29N3O,CC(C)N(C(C)C)CCC(C1=NC=CC=C1)(C(N)=O)C2=CC=CC=C2,insoluble in H2O; ≥36.6 mg/mL in DMSO; ≥38 mg/mL in EtOH,#N/A,,,,https://www.apexbt.com/search.php?catalog=C6387
C6388,Econazole,27220-47-9,F05,L1021-22,381.68,DMSO,C18H15Cl3N2O,ClC1=CC=C(COC(C2=C(Cl)C=C(Cl)C=C2)CN3C=CN=C3)C=C1,insoluble in H2O; ≥66.2 mg/mL in EtOH; ≥74 mg/mL in DMSO,#N/A,,,,https://www.apexbt.com/search.php?catalog=C6388
C6389,Atropine sulfate,55-48-1,F06,L1021-22,676.82,DMSO,C34H48N2O10S,[H][[C@H@]1(N2C)C[[C@@H](OC(C(CO)C3=CC=CC=C3)=O)C[[C@H@]2([H])CC1.[H][[C@H@]4(N5C)C[[C@@H](OC(C(CO)C6=CC=CC=C6)=O)C[[C@H@]5([H])CC4.OS(O)(=O)=O,insoluble in EtOH; ≥58.7 mg/mL in DMSO with ultrasonic; ≥59.7 mg/mL in H2O,#N/A,,,,https://www.apexbt.com/search.php?catalog=C6389
C6390,Salbutamol,18559-94-9,F07,L1021-22,239.31,DMSO,C13H21NO3,OCC1=CC(C(O)CNC(C)(C)C)=CC=C1O,insoluble in H2O; ≥32 mg/mL in DMSO; ≥4.43 mg/mL in EtOH with ultrasonic,#N/A,,,,https://www.apexbt.com/search.php?catalog=C6390
C6391,Betahistine mesylate,54856-23-4,F08,L1021-22,328.41,DMSO,C10H20N2O6S2,CNCCC1=CC=CC=N1.CS(O)(=O)=O.CS(O)(=O)=O,≥59.1 mg/mL in H2O; ≥60.8 mg/mL in DMSO; ≥62.5 mg/mL in EtOH,#N/A,,,,https://www.apexbt.com/search.php?catalog=C6391
C6392,Dehydroepiandrosterone acetate,853-23-6,F09,L1021-22,330.46,DMSO,C21H30O3,C[[C@H]12C(C[[C@@H](OC(C)=O)CC2)=CC[[C@H]3([H])[[C@H]1([H])CC[[C@H@]4(C)[[C@H@]3([H])CCC4=O,insoluble in H2O; ≥11.24 mg/mL in EtOH with ultrasonic; ≥20.63 mg/mL in DMSO with ultrasonic,#N/A,,,,https://www.apexbt.com/search.php?catalog=C6392
C6394,Balofloxacin Dihydrate,151060-21-8,F10,L1021-22,425.45,DMSO,C20H28FN3O6,OC(C1=CN(C2CC2)C3=C(OC)C(N4CCCC(NC)C4)=C(F)C=C3C1=O)=O,≥2mg/mL in DMSO; ≥2mg/mL in Ethanol; Insoluble in H2O,#N/A,,,,https://www.apexbt.com/search.php?catalog=C6394
C6398,Indigo carmine,860-22-0,F11,L1021-22,466.35,DMSO,C16H8N2Na2O8S2,O=C(C1=C(N/2)C=CC(S([O-])(=O)=O)=C1)C2=C3C(C(C=C(S([O-])(=O)=O)C=C4)=C4N\3)=O.[Na+].[Na+],insoluble in EtOH; ≥83.6 mg/mL in DMSO; ≥83.9 mg/mL in H2O,#N/A,,,,https://www.apexbt.com/search.php?catalog=C6398
C6399,Omeprazole Sodium,95510-70-6,G01,L1021-22,367.4,DMSO,C17H18N3NaO3S,COC1=CC(N=C(S(CC2=NC=C(C)C(OC)=C2C)=O)N3[Na])=C3C=C1,≥39.4 mg/mL in EtOH; ≥43.3 mg/mL in DMSO; ≥43.4 mg/mL in H2O,#N/A,,,,https://www.apexbt.com/search.php?catalog=C6399
C6400,Orphenadrine Hydrochloride,341-69-5,G02,L1021-22,305.84,DMSO,C18H24ClNO,CC1=CC=CC=C1C(OCCN(C)C)C2=CC=CC=C2.Cl,≥58.2 mg/mL in H2O; ≥58.6 mg/mL in DMSO; ≥60.6 mg/mL in EtOH,#N/A,,,,https://www.apexbt.com/search.php?catalog=C6400
C6401,Chloropyramine hydrochloride,6170-42-9,G03,L1021-22,326.26,DMSO,C16H21Cl2N3,ClC1=CC=C(CN(CCN(C)C)C2=CC=CC=N2)C=C1.Cl,≥18.95 mg/mL in H2O; ≥20.1 mg/mL in DMSO; ≥20.4 mg/mL in EtOH,#N/A,,,,https://www.apexbt.com/search.php?catalog=C6401
C6402,Isoproterenol sulfate dihydrate,299-95-6,G04,L1021-22,556.62,DMSO,C22H40N2O12S,OC1=CC(C(CNC(C)C)O)=CC=C1O.OC2=CC(C(CNC(C)C)O)=CC=C2O.OS(O)(=O)=O,insoluble in EtOH; ≥59.9 mg/mL in H2O; ≥74.7 mg/mL in DMSO,#N/A,,,,https://www.apexbt.com/search.php?catalog=C6402
C6403,Icatibant Acetate,138614-30-9,G05,L1021-22,1364.57,H2O,C61H93N19O15S,N[[C@@H](C(N[[C@@H](CCCNC(N)=N)C(N1CCC[[C@H]1C(N2C[[C@H](O)C[[C@H]2C(NCC(N[[C@@H](CC3=CC=CS3)C(N[[C@H](C(N4C(CC(C=CC=C5)=C5C4)C(N6[[C@H](C(N[[C@@H](CCCNC(N)=N)C(O)=O)=O)C[[C@H@]7([H])[[C@H]6([H])CCCC7)=O)=O)CO)=O)=O)=O)=O)=O)=O)CCCNC(N)=N.CC(O)=O,≥11.43 mg/mL in DMSO; ≥50.8 mg/mL in EtOH; ≥51.4 mg/mL in H2O,#N/A,,,,https://www.apexbt.com/search.php?catalog=C6403
C6406,edetate calcium disodium,62-33-9,G06,L1021-22,374.27,H2O,C10H12CaN2Na2O8,O=C([O-])CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O.[Ca+2].[Na+].[Na+],insoluble in EtOH; insoluble in DMSO; ≥43.9 mg/mL in H2O,#N/A,,,,https://www.apexbt.com/search.php?catalog=C6406
C6407,Triiodothyronine,6893-02-3,G07,L1021-22,650.97,DMSO,C15H12I3NO4,IC1=CC(C[[C@H](N)C(O)=O)=CC(I)=C1OC2=CC=C(O)C(I)=C2,insoluble in H2O; insoluble in EtOH; ≥29.53 mg/mL in DMSO,#N/A,,,,https://www.apexbt.com/search.php?catalog=C6407
C6418,Metronidazole Benzoate,13182-89-3,G08,L1021-22,275.26,DMSO,C13H13N3O4,O=C(OCCN1C(C)=NC=C1[N+]([O-])=O)C2=CC=CC=C2,insoluble in H2O; ≥34.4 mg/mL in EtOH; ≥43.3 mg/mL in DMSO,#N/A,,,,https://www.apexbt.com/search.php?catalog=C6418
C6419,Scopolamine HBr trihydrate,6533-68-2,G09,L1021-22,438.31,DMSO,C17H28BrNO7,CN1[[C@H@]2([H])[[C@H](O3)([H])[[C@H]3([H])[[C@H]1([H])C[[C@H](OC([[C@H](CO)C4=CC=CC=C4)=O)C2.Br,≥34.8 mg/mL in EtOH; ≥57 mg/mL in H2O; ≥57.2 mg/mL in DMSO,#N/A,,,,https://www.apexbt.com/search.php?catalog=C6419
C6421,Creatine monohydrate,6020-87-7,G10,L1021-22,149.15,H2O,C4H11N3O3,NC(N(CC(O)=O)C)=N.O,Soluble in DMSO,#N/A,,,,https://www.apexbt.com/search.php?catalog=C6421
C6423,Terpinen-4-ol,562-74-3,G11,L1021-22,154.25,DMSO,C10H18O,CC1=CCC(O)(C(C)C)CC1,≥19.3 mg/mL in H2O; ≥24 mg/mL in DMSO; ≥25.1 mg/mL in EtOH,#N/A,,,,https://www.apexbt.com/search.php?catalog=C6423
C6424,Octanoic acid,124-07-2,H01,L1021-22,144.21,DMSO,C8H16O2,CCCCCCCC(O)=O,≥21.7 mg/mL in EtOH; ≥25.2 mg/mL in H2O; ≥26.7 mg/mL in DMSO,#N/A,,,,https://www.apexbt.com/search.php?catalog=C6424
C6427,Orcinol,504-15-4,H02,L1021-22,124.14,DMSO,C7H8O2,OC1=CC(O)=CC(C)=C1,≥24mg/mL in DMSO,#N/A,,,,https://www.apexbt.com/search.php?catalog=C6427
C6429,Valbenazine tosylate,1639208-54-0,H03,L1021-22,762.97,DMSO,C38H54N2O10S2,CC(C)C[[C@@H]1CN2[[C@H](C3=CC(OC)=C(OC)C=C3CC2)([H])C[[C@H]1OC([[C@@H](N)C(C)C)=O.CC4=CC=C(S(O)(=O)=O)C=C4.CC5=CC=C(S(O)(=O)=O)C=C5,insoluble in EtOH; insoluble in H2O; ≥64.1 mg/mL in DMSO,#N/A,,,,https://www.apexbt.com/search.php?catalog=C6429
C6432,Octenidine (dihydrochloride),70775-75-6,H04,L1021-22,623.83,DMSO,C36H64Cl2N4,CCCCCCCC/N=C1C=CN(CCCCCCCCCCN2C=C/C(C=C2)=N\CCCCCCCC)C=C/1.Cl.Cl,≥41.9 mg/mL in EtOH; ≥8.29 mg/mL in H2O with ultrasonic; ≥9.06 mg/mL in DMSO with ultrasonic,#N/A,,,,https://www.apexbt.com/search.php?catalog=C6432
C6434,Canagliflozin (hemihydrate),928672-86-0,H05,L1021-22,453.52,DMSO,C24H26FO5.5S,O[[C@H]1[[C@H](O)[[C@@H](CO)O[[C@@H](C2=CC=C(C)C(CC3=CC=C(C4=CC=C(F)C=C4)S3)=C2)[[C@@H]1O,insoluble in H2O; ≥40.2 mg/mL in EtOH; ≥83.4 mg/mL in DMSO,#N/A,,,,https://www.apexbt.com/search.php?catalog=C6434
C6435,L-Arginine,74-79-3,H06,L1021-22,174.2,H2O,C6H14N4O2,NC(NCCC[[C@H](N)C(O)=O)=N,insoluble in EtOH; insoluble in DMSO; ≥11.45 mg/mL in H2O,#N/A,,,,https://www.apexbt.com/search.php?catalog=C6435
C6437,Camphor,76-22-2,H07,L1021-22,152.23,DMSO,C10H16O,CC(CCC1C2)(C1(C)C)C2=O,≥16 mg/mL in EtOH; ≥17 mg/mL in H2O; ≥19.2 mg/mL in DMSO,#N/A,,,,https://www.apexbt.com/search.php?catalog=C6437
C6438,Cyclic somatostatin,38916-34-6,H08,L1021-22,1637.88,DMSO,C76H104N18O19S2,O=C([[C@H](CC1=CC=CC=C1)NC([[C@@H](NC([[C@H](CC(N)=O)NC([[C@H](CCCCN)N2)=O)=O)CC3=CC=CC=C3)=O)N[[C@H](C(N[[C@H](C(N[[C@H](C(N[[C@H](C(N[[C@H](C(N[[C@H](C(N[[C@@H](CSSC[[C@H](NC(CNC([[C@H](C)N)=O)=O)C2=O)C(O)=O)=O)CO)=O)[[C@H](O)C)=O)CC4=CC=CC=C4)=O)[[C@H](O)C)=O)CCCCN)=,insoluble in EtOH; ≥95.4 mg/mL in H2O; ≥97.4 mg/mL in DMSO,#N/A,,,,https://www.apexbt.com/search.php?catalog=C6438
C6439,Calcitonin (salmon),47931-85-1,H09,L1021-22,3431.85,DMSO,C145H240N44O48S2,O=C([[C@H]([[C@@H](C)O)NC(CNC([[C@@H](NC(CNC([[C@@H](NC([[C@H](CC(N)=O)NC([[C@@H](NC([[C@H](CCCNC(N)=N)NC([[C@@H]1CCCN1C([[C@@H](NC([[C@H]([[C@H](O)C)NC([[C@H](CCC(N)=O)NC([[C@H](CC(C)C)NC([[C@@H](NC([[C@@H](NC([[C@@H](NC([[C@H](CCC(O)=O)NC([[C@@H](NC([[C@@H](NC([[C@@H](NC([,insoluble in EtOH; ≥123 mg/mL in H2O; ≥56.1 mg/mL in DMSO,#N/A,,,,https://www.apexbt.com/search.php?catalog=C6439
C6440,Eptifibatide Acetate,148031-34-9,H10,L1021-22,892.01,DMSO,C37H53N11O11S2,OC(C[[C@H](NC(CNC([[C@@H](NC(CCSSC[[C@@H](C(N)=O)N1)=O)CCCCNC(N)=N)=O)=O)C(N[[C@@H](CC2=CNC3=C2C=CC=C3)C(N4CCC[[C@H]4C1=O)=O)=O)=O.CC(O)=O,insoluble in EtOH; ≥19.2 mg/mL in H2O with ultrasonic; ≥51 mg/mL in DMSO,#N/A,,,,https://www.apexbt.com/search.php?catalog=C6440
C6442,Gonadorelin Acetate,71447-49-9,H11,L1021-22,1242.34,DMSO,C57H79N17O15,O=C([[C@H](CCC/N=C(N)/N)NC([[C@H](CC(C)C)NC(CNC([[C@H](CC(C=C1)=CC=C1O)NC([[C@H](CO)NC([[C@H](CC2=CNC3=CC=CC=C23)NC([[C@H](CC4=CN=CN4)NC([[C@H](CC5)NC5=O)=O)=O)=O)=O)=O)=O)=O)N6[[C@H](C(NCC(N)=O)=O)CCC6.OC(C)=O,insoluble in EtOH; ≥30.15 mg/mL in DMSO; ≥59.2 mg/mL in H2O,#N/A,,,,https://www.apexbt.com/search.php?catalog=C6442
C6443,GHRP-2,158861-67-7,A01,L1021-23,817.97,DMSO,C45H55N9O6,O=C(C(CC1=CNC2=CC=CC=C12)NC(C(C)NC(C(CC3=CC4=CC=CC=C4C=C3)N)=O)=O)NC(C(NC(C(NC(C(C)N)=O)=O)CCCCN)=O)CC5=CC=CC=C5,insoluble in EtOH; ≥12.45 mg/mL in H2O with ultrasonic; ≥74.1 mg/mL in DMSO,#N/A,,,,https://www.apexbt.com/search.php?catalog=C6443
C6444,Nafarelin Acetate,76932-56-4,A02,L1021-23,1382.52,DMSO,C68H87N17O15,CC(O)=O.O=C([[C@H](CCC/N=C(N)/N)NC([[C@H](CC(C)C)NC([[C@@H](CC1=CC2=CC=CC=C2C=C1)NC([[C@H](CC(C=C3)=CC=C3O)NC([[C@H](CO)NC([[C@H@](CC4=CNC5=CC=CC=C45)([H])NC([[C@H](CC6=CN=CN6)NC([[C@H](CC7)NC7=O)=O)=O)=O)=O)=O)=O)=O)N8[[C@H](C(NCC(N)=O)=O)CCC8,insoluble in EtOH; ≥15.67 mg/mL in DMSO; ≥51.8 mg/mL in H2O,#N/A,,,,https://www.apexbt.com/search.php?catalog=C6444
C6446,Cinchonine(LA40221),118-10-5,A03,L1021-23,294.4,DMSO,C19H22N2O,O[[C@@H](C1=CC=NC2=CC=CC=C21)[[C@H]3(C[[C@@H]4CC[[C@H]3C[[C@H]4([H])C=C)[H],insoluble in H2O; ≥2.97 mg/mL in DMSO with ultrasonic; ≥3 mg/mL in EtOH with ultrasonic,#N/A,,,,https://www.apexbt.com/search.php?catalog=C6446
C6447,Naringin Dihydrochalcone,18916-17-1,A04,L1021-23,582.55,DMSO,C27H34O14,O[[C@@H]1[[C@@H](O)[[C@H](C)O[[C@H@]([H])(O[[C@H]2[[C@H](OC3=CC(O)=C(C(CCC4=CC=C(O)C=C4)=O)C(O)=C3)O[[C@H](CO)[[C@@H](O)[[C@@H]2O)[[C@@H]1O,insoluble in H2O; ≥87.5 mg/mL in DMSO; ≥88 mg/mL in EtOH,#N/A,,,,https://www.apexbt.com/search.php?catalog=C6447
C6448,Diammonium Glycyrrhizinate,79165-06-3,A05,L1021-23,856.99,DMSO,C42H68N2O16,O[[C@@H]1[[C@@H](O[[C@H]2([H])O[[C@H](C(O)=O)[[C@@H](O)[[C@H](O)[[C@H]2O)[[C@H](O[[C@@H]3C(C)(C)[[C@H@](CC[[C@H]([[C@H@](CC[[C@H]4(C)[[C@H]5([H])C[[C@H](C(O)=O)(C)CC4)(C)C5=C6)(C)[[C@H]7([H])C6=O)([H])[[C@H]7(C)CC3)([H])O[[C@H](C(O)=O)[[C@H]1O.N.N,insoluble in EtOH; ≥87 mg/mL in H2O; ≥98.8 mg/mL in DMSO,#N/A,,,,https://www.apexbt.com/search.php?catalog=C6448
C6450,Promestriene,39219-28-8,A06,L1021-23,328.49,DMSO,C22H32O2,CCCOC1=CC(CC[[C@H]2([H])[[C@H]3([H])CC[[C@H@]4(C)[[C@H@]2([H])CC[[C@@H]4OC)=C3C=C1,insoluble in H2O; ≥12.36 mg/mL in DMSO with ultrasonic; ≥29.85 mg/mL in EtOH,#N/A,,,,https://www.apexbt.com/search.php?catalog=C6450
C6452,Levamlodipine,103129-82-4,A07,L1021-23,408.88,DMSO,C20H25ClN2O5,CCOC(C1=C(COCCN)NC(C)=C(C(OC)=O)[[C@@H]1C2=CC=CC=C2Cl)=O,insoluble in H2O; ≥42.7 mg/mL in EtOH; ≥53.2 mg/mL in DMSO,#N/A,,,,https://www.apexbt.com/search.php?catalog=C6452
C6453,Vitamin E Acetate,58-95-7,A08,L1021-23,472.74,DMSO,C31H52O3,CC(OC1=C(C(C)=C(O[[C@H](C)(CCC[[C@H](C)CCC[[C@@H](CCCC(C)C)C)CC2)C2=C1C)C)=O,≥40.6 mg/mL in DMSO; ≥53 mg/mL in EtOH; ≥54.2 mg/mL in H2O,#N/A,,,,https://www.apexbt.com/search.php?catalog=C6453
C6454,N-Ethylmaleimide (NEM),128-53-0,A09,L1021-23,125.13,DMSO,C6H7NO2,O=C(N1CC)C=CC1=O,≥16.8 mg/mL in DMSO; ≥18.6 mg/mL in EtOH; ≥19.2 mg/mL in H2O,#N/A,,,,https://www.apexbt.com/search.php?catalog=C6454
C6455,Mafenide hydrochloride,138-37-4,A10,L1021-23,222.69,DMSO,C7H11ClN2O2S,NCC1=CC=C(S(N)(=O)=O)C=C1.Cl,insoluble in EtOH; ≥30.2 mg/mL in H2O; ≥36.5 mg/mL in DMSO,#N/A,,,,https://www.apexbt.com/search.php?catalog=C6455
C6457,Testosterone Enanthate,315-37-7,A11,L1021-23,400.59,DMSO,C26H40O3,O=C1CC[[C@H@]2(C)C(CC[[C@H]3([H])[[C@H]2([H])CC[[C@H@]4(C)[[C@H@]3([H])CC[[C@@H]4OC(CCCCCC)=O)=C1,insoluble in H2O; ≥24.55 mg/mL in DMSO; ≥65.1 mg/mL in EtOH,#N/A,,,,https://www.apexbt.com/search.php?catalog=C6457
C6458,Iron sucrose,8047-67-4,B01,L1021-23,501.98,H2O,C12H22Fe2O14,O[[C@@H]1[[C@H@](O[[C@H]([[C@@H]([[C@H]2O)O)O[[C@H](CO)[[C@H]2O)(CO)O[[C@H](CO)[[C@H]1O.[Fe+3].[Fe+3].[O-2].[O-2].[O-2],insoluble in DMSO; insoluble in EtOH; ≥66.8 mg/mL in H2O,#N/A,,,,https://www.apexbt.com/search.php?catalog=C6458
C6460,Levothyroxine sodium,55-03-8,B02,L1021-23,798.85,DMSO,C15H10I4NNaO4,IC1=CC(C[[C@H](N)C([O-])=O)=CC(I)=C1OC2=CC(I)=C(O)C(I)=C2.[Na+],≥100mg/mL in DMSO;≥3mg/mL in Ethanol;Insoluble in H2O,#N/A,,,,https://www.apexbt.com/search.php?catalog=C6460
C6464,Flavone,525-82-6,B03,L1021-23,222.24,DMSO,C15H10O2,O=C1C=C(C2=CC=CC=C2)OC3=C1C=CC=C3,insoluble in H2O; ≥38.3 mg/mL in EtOH; ≥52.3 mg/mL in DMSO,#N/A,,,,https://www.apexbt.com/search.php?catalog=C6464
C6465,(-)-Borneol,464-45-9,B04,L1021-23,154.25,DMSO,C10H18O,CC1(C)[[C@H]2(C)CC[[C@H@]1([H])C[[C@H]2O,insoluble in H2O; ≥61.6 mg/mL in EtOH; ≥68.4 mg/mL in DMSO,#N/A,,,,https://www.apexbt.com/search.php?catalog=C6465
C6466,Metoclopramide HCl,7232-21-5,B05,L1021-23,336.26,DMSO,C14H23Cl2N3O2,COC1=CC(N)=C(Cl)C=C1C(NCCN(CC)CC)=O.Cl,≥50.1 mg/mL in DMSO; ≥57.2 mg/mL in EtOH; ≥59.7 mg/mL in H2O,#N/A,,,,https://www.apexbt.com/search.php?catalog=C6466
C6467,Fosfomycin Tromethamine,78964-85-9,B06,L1021-23,259.19,DMSO,C7H18NO7P,C[[C@@H]1O[[C@@H]1P(O)(O)=O.OCC(N)(CO)CO,insoluble in EtOH; ≥33.7 mg/mL in H2O; ≥40.2 mg/mL in DMSO,#N/A,,,,https://www.apexbt.com/search.php?catalog=C6467
C6468,Bendroflumethiazide,73-48-3,B07,L1021-23,421.41,DMSO,C15H14F3N3O4S2,FC(F)(F)C(C(S(=O)(N)=O)=C1)=CC(NC2CC3=CC=CC=C3)=C1S(N2)(=O)=O,insoluble in H2O; ≥26.65 mg/mL in EtOH; ≥64.8 mg/mL in DMSO,#N/A,,,,https://www.apexbt.com/search.php?catalog=C6468
C6469,Ademetionine disulfate tosylate,97540-22-2,B08,L1021-23,766.8,DMSO,C22H34N6O16S4,NC1=C(N=CN2[[C@@H]3O[[C@H](C[S+](C)CC[[C@H](N)C([O-])=O)[[C@@H](O)[[C@H]3O)C2=NC=N1.CC4=CC=C(S(O)(=O)=O)C=C4.OS(O)(=O)=O.OS(O)(=O)=O,insoluble in EtOH; ≥112.4 mg/mL in H2O; ≥121.4 mg/mL in DMSO,#N/A,,,,https://www.apexbt.com/search.php?catalog=C6469
C6470,(+)-Camphor,464-49-3,B09,L1021-23,152.23,DMSO,C10H16O,C[[C@H@]12CC[[C@@H](C(C)2C)CC1=O,insoluble in H2O; ≥17.5 mg/mL in EtOH; ≥21.3 mg/mL in DMSO,#N/A,,,,https://www.apexbt.com/search.php?catalog=C6470
C6471,8-Hydroxyquinoline,148-24-3,B10,L1021-23,145.16,DMSO,C9H7NO,OC1=CC=CC2=CC=CN=C12,≥50mg/mL in DMSO (Need ultrasonic),#N/A,,,,https://www.apexbt.com/search.php?catalog=C6471
C6472,Eprodisate disodium,36589-58-9,B11,L1021-23,248.19,H2O,C3H6Na2O6S2,O=S(CCCS(=O)([O-])=O)([O-])=O.[Na+].[Na+],insoluble in DMSO; insoluble in EtOH; ≥45.4 mg/mL in H2O,#N/A,,,,https://www.apexbt.com/search.php?catalog=C6472
C6473,Sodium sulfadiazine,547-32-0,C01,L1021-23,272.26,DMSO,C10H9N4NaO2S,NC1=CC=C(S(N(C2=NC=CC=N2)[Na])(=O)=O)C=C1,insoluble in EtOH; ≥19.4 mg/mL in DMSO; ≥32.9 mg/mL in H2O,#N/A,,,,https://www.apexbt.com/search.php?catalog=C6473
C6475,Saxagliptin hydrate,945667-22-1,C02,L1021-23,333.43,DMSO,C18H27N3O3,O=C(N1[[C@H](C#N)C[[C@H@]2([H])[[C@H]1([H])C2)[[C@@H](N)[[C@H]34C[[C@@H](C[[C@H@]5(O)C4)C[[C@@H](C5)C3.O,≥11.87 mg/mL in H2O with ultrasonic; ≥25.85 mg/mL in EtOH; ≥41.4 mg/mL in DMSO,#N/A,,,,https://www.apexbt.com/search.php?catalog=C6475
C6476,Sulfacetamide sodium salt hydrate,6209-17-2,C03,L1021-23,254.24,DMSO,C8H11N2NaO4S,NC1=CC=C(S(N([Na])C(C)=O)(=O)=O)C=C1.O,insoluble in EtOH; ≥33.5 mg/mL in H2O; ≥39 mg/mL in DMSO,#N/A,,,,https://www.apexbt.com/search.php?catalog=C6476
C6478,Cefuroxime axetil,64544-07-6,C04,L1021-23,510.47,DMSO,C20H22N4O10S,O=C(OC(C)OC(C)=O)C(N1[[C@H@]([H])([[C@@H](C1=O)NC(/C(C2=CC=CO2)=N\OC)=O)SC3)=C3COC(N)=O,insoluble in H2O; ≥26.7 mg/mL in EtOH; ≥67.2 mg/mL in DMSO,#N/A,,,,https://www.apexbt.com/search.php?catalog=C6478
C6479,L-Cysteine HCl,52-89-1,C05,L1021-23,157.62,DMSO,C3H8ClNO2S,SC[[C@H](N)C(O)=O.Cl,≥15.9 mg/mL in EtOH; ≥20.6 mg/mL in H2O; ≥38 mg/mL in DMSO,#N/A,,,,https://www.apexbt.com/search.php?catalog=C6479
C6480,Manganese chloride,7773-01-5,C06,L1021-23,125.84,DMSO,Cl2Mn,[Mn+2].[Cl-].[Cl-],≥25 mg/mL in DMSO; ≥49.2 mg/mL in H2O; ≥6 mg/mL in EtOH,#N/A,,,,https://www.apexbt.com/search.php?catalog=C6480
C6481,Acotiamide hydrochloride,773092-05-0,C07,L1021-23,541.06,DMSO,C21H37ClN4O8S,COC1=CC(O)=C(C(NC2=NC(C(NCCN(C(C)C)C(C)C)=O)=CS2)=O)C=C1OC.Cl.O.O.O,≥100mg/mL in DMSO;≥20mg/mL in Ethanol;≥5mg/mL in H2O,#N/A,,,,https://www.apexbt.com/search.php?catalog=C6481
C6483,Levocetirizine Dihydrochloride,130018-87-0,C08,L1021-23,461.81,DMSO,C21H27Cl3N2O3,ClC1=CC=C([[C@@H](C2=CC=CC=C2)N3CCN(CCOCC(O)=O)CC3)C=C1.Cl.Cl,insoluble in EtOH; ≥26.05 mg/mL in DMSO; ≥26.3 mg/mL in H2O,#N/A,,,,https://www.apexbt.com/search.php?catalog=C6483
C6484,Squalene,111-02-4,C09,L1021-23,410.72,DMSO,C30H50,C/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C=C(C)/CC/C=C(C)/CC/C=C(C)/C,insoluble in H2O; ≥19.15 mg/mL in DMSO; ≥29.9 mg/mL in EtOH,#N/A,,,,https://www.apexbt.com/search.php?catalog=C6484
C6485,Cefetamet pivoxil hydrochloride,111696-23-2,C10,L1021-23,548.03,DMSO,C20H26ClN5O7S2,CC1=C(C(OCOC(C(C)(C)C)=O)=O)N2C([[C@H@]([H])(NC(/C(C3=CSC(N)=N3)=N\OC)=O)[[C@H@]2([H])SC1)=O.Cl,≥100mg/mL in DMSO;≥100mg/mL in Ethanol;Insoluble in H2O,#N/A,,,,https://www.apexbt.com/search.php?catalog=C6485
C6486,Propacetamol hydrochloride,66532-86-3,C11,L1021-23,300.78,DMSO,C14H21ClN2O3,O=C(CN(CC)CC)OC1=CC=C(NC(C)=O)C=C1.Cl,insoluble in EtOH; insoluble in DMSO; ≥51.7 mg/mL in H2O,#N/A,,,,https://www.apexbt.com/search.php?catalog=C6486
C6487,Sulfamethoxazole sodium,4563-84-2,D01,L1021-23,275.26,DMSO,C10H10N3NaO3S,NC1=CC=C(S(=O)(N(C2=NOC(C)=C2)[Na])=O)C=C1,insoluble in EtOH; ≥30.8 mg/mL in DMSO; ≥39.2 mg/mL in H2O,#N/A,,,,https://www.apexbt.com/search.php?catalog=C6487
C6488,Lynestrenol,52-76-6,D02,L1021-23,284.44,DMSO,C20H28O,O[[C@H@]1(C#C)CC[[C@H@]2([H])[[C@H]3([H])CCC4=CCCC[[C@H]4([H])[[C@H@]3([H])CC[[C@H@]21C,≥56mg/mL in DMSO,#N/A,,,,https://www.apexbt.com/search.php?catalog=C6488
